,sentiment,text,polarity,std
10003,negative,genus tussilago,-0.25,0.0
10004,negative,genus veratrum,-0.25,0.0
10005,negative,genéricamente,-0.25,0.0
10006,negative,gilbert,-0.25,0.0
10007,negative,glitch,-0.25,0.0
10008,negative,glándula submaxilar,-0.25,0.0
10009,negative,glíptica,-0.25,0.0
10010,negative,gobierno en el exilio,-0.25,0.0
10011,negative,gobierno títere,-0.25,0.0
10012,negative,gola,-0.25,0.0
10013,negative,golfante,-0.25,0.0
10014,negative,golpear duramente,-0.25,0.0
10015,negative,golpearse contra,-0.25,0.0
10016,negative,gonorrea,-0.25,0.0
10017,negative,gordiano,-0.25,0.0
10018,negative,gordinflón,-0.25,0.0
10019,negative,gordito,-0.25,0.0
10020,negative,gorguera,-0.25,0.0
10021,negative,gorjal,-0.25,0.0
10022,negative,gorra de marinero,-0.25,0.0
10023,negative,gorro de dormir,-0.25,0.0
10024,negative,gorro de ducha,-0.25,0.0
10025,negative,gran angular,-0.25,0.0
10026,negative,gran vida,-0.25,0.0
10027,negative,granulomatosis crónica,-0.25,0.0
10028,negative,grasa poliinsaturada,-0.25,0.0
10029,negative,gratis,-0.25,0.0
10030,negative,grimorio,-0.25,0.0
10031,negative,gris-pizarra,-0.25,0.0
10032,negative,grisear,-0.25,0.0
10033,negative,grisoso,-0.25,0.0
10034,negative,grisáceo,-0.25,0.0
10035,negative,grocería,-0.25,0.0
10036,negative,grullo,-0.25,0.0
10037,negative,grunge,-0.25,0.0
10038,negative,guante de boxeo,-0.25,0.0
10039,negative,guardafrenos,-0.25,0.0
10040,negative,guardarse,-0.25,0.088
10041,negative,guardia de prisión,-0.25,0.0
10042,negative,guasábara,-0.25,0.0
10043,negative,guerra bacteriológica,-0.25,0.0
10044,negative,guili,-0.25,0.0
10045,negative,guilladura,-0.25,0.0
10046,negative,guindo,-0.25,0.0
10047,negative,guiñapo,-0.25,0.0
10048,negative,guripa,-0.25,0.0
10049,negative,gustativo,-0.25,0.0
10050,negative,gustatorio,-0.25,0.0
10051,negative,gálbano,-0.25,0.0
10052,negative,gángster,-0.25,0.0
10053,negative,gánster,-0.25,0.0
10054,negative,género Anastomus,-0.25,0.0
10055,negative,género Anthonomus,-0.25,0.0
10056,negative,género Antilope,-0.25,0.0
10057,negative,género Cerapteryx,-0.25,0.0
10058,negative,género Dipsosaurus,-0.25,0.0
10059,negative,género Latrodectus,-0.25,0.0
10060,negative,género Serrasalmus,-0.25,0.0
10061,negative,género Streptopelia,-0.25,0.0
10062,negative,género aethusa,-0.25,0.0
10063,negative,género bauhínia,-0.25,0.0
10064,negative,género cardamine,-0.25,0.0
10065,negative,género empetrum,-0.25,0.0
10066,negative,género fisostigma,-0.25,0.0
10067,negative,género humano,-0.25,0.0
10068,negative,género monarda,-0.25,0.0
10069,negative,género ozonium,-0.25,0.0
10070,negative,hacer añicos,-0.25,0.0
10071,negative,hacer baronet,-0.25,0.0
10072,negative,hacer caer,-0.25,0.0
10073,negative,hacer desaparecer,-0.25,0.0
10074,negative,hacer falta,-0.25,0.0
10075,negative,hacer gris,-0.25,0.0
10076,negative,hacer prosélitos,-0.25,0.0
10077,negative,hacer responsable,-0.25,0.0
10078,negative,hacer tongo,-0.25,0.0
10079,negative,hacer trizas,-0.25,0.0
10080,negative,hacer una apuesta,-0.25,0.0
10081,negative,hacerse con,-0.25,0.088
10082,negative,hacerse humo,-0.25,0.0
10083,negative,haiku,-0.25,0.0
10084,negative,halcón gerifalte,-0.25,0.0
10085,negative,hallar,-0.25,0.0
10086,negative,hamartia,-0.25,0.0
10087,negative,harapo,-0.25,0.0
10088,negative,harpía,-0.25,0.072
10089,negative,hauberk,-0.25,0.0
10090,negative,hebefrenia,-0.25,0.0
10091,negative,hebefrénico,-0.25,0.0
10092,negative,hecho polvo,-0.25,0.0
10093,negative,hematuria,-0.25,0.088
10094,negative,hemiplejia,-0.25,0.0
10095,negative,hemiplejía,-0.25,0.0
10096,negative,hemión,-0.25,0.0
10097,negative,hemoptisis,-0.25,0.0
10098,negative,heredero,-0.25,0.0
10099,negative,herida,-0.25,0.105
10100,negative,herida de guerra,-0.25,0.0
10101,negative,herido,-0.25,0.0
10102,negative,herradero,-0.25,0.0
10103,negative,herrumbrar,-0.25,0.0
10104,negative,hibris,-0.25,0.0
10105,negative,hidrocefalia,-0.25,0.0
10106,negative,hidrocele,-0.25,0.0
10107,negative,hidrofóbico,-0.25,0.0
10108,negative,hidroxicina,-0.25,0.0
10109,negative,hierro cinco,-0.25,0.0
10110,negative,himenomicetes,-0.25,0.0
10111,negative,hiperacusia,-0.25,0.0
10112,negative,hiperinsulinismo,-0.25,0.0
10113,negative,hiperón,-0.25,0.0
10114,negative,hipogammaglobulinemia,-0.25,0.0
10115,negative,hipogonadismo,-0.25,0.0
10116,negative,hipopotasemia,-0.25,0.0
10117,negative,historia heroica,-0.25,0.0
10118,negative,historiador del arte,-0.25,0.0
10119,negative,hiyab,-0.25,0.0
10120,negative,hoja trifoliada,-0.25,0.0
10121,negative,holgado,-0.25,0.088
10122,negative,holgazán,-0.25,0.0
10123,negative,hollín,-0.25,0.0
10124,negative,hombre del tiempo,-0.25,0.0
10125,negative,hombre lobo,-0.25,0.0
10126,negative,homicidio involuntario,-0.25,0.0
10127,negative,homicidio sin premeditación,-0.25,0.0
10128,negative,hongo carbón,-0.25,0.0
10129,negative,hongo del marchitamiento,-0.25,0.0
10130,negative,horas,-0.25,0.0
10131,negative,horririzar,-0.25,0.0
10132,negative,hortícola,-0.25,0.0
10133,negative,hospital de campaña,-0.25,0.0
10134,negative,hostigamiento,-0.25,0.177
10135,negative,huelga,-0.25,0.0
10136,negative,hurañía,-0.25,0.0
10137,negative,husmeador,-0.25,0.0
10138,negative,hábeas corpus,-0.25,0.0
10139,negative,ictal,-0.25,0.0
10140,negative,ignífugo,-0.25,0.0
10141,negative,ilegibilidad,-0.25,0.0
10142,negative,ilimitadamente,-0.25,0.0
10143,negative,immunizar,-0.25,0.0
10144,negative,impactar,-0.25,0.088
10145,negative,impedimento olfativo,-0.25,0.0
10146,negative,impenetrabilidad,-0.25,0.265
10147,negative,imperativo,-0.25,0.0
10148,negative,imperceptible,-0.25,0.072
10149,negative,impertinencia,-0.25,0.105
10150,negative,impetuosamente,-0.25,0.0
10151,negative,imponibilidad,-0.25,0.0
10152,negative,impopular,-0.25,0.0
10153,negative,importunar,-0.25,0.088
10154,negative,imposible,-0.25,0.125
10155,negative,impostor,-0.25,0.0
10156,negative,impracticable,-0.25,0.0
10157,negative,impresentable,-0.25,0.0
10158,negative,impresión sensorial,-0.25,0.0
10159,negative,imprevisto,-0.25,0.0
10160,negative,improductividad,-0.25,0.088
10161,negative,impudencia,-0.25,0.0
10162,negative,impuesto de exportación,-0.25,0.0
10163,negative,impuesto de protección,-0.25,0.0
10164,negative,impulsivamente,-0.25,0.0
10165,negative,imágenes prediseñadas,-0.25,0.0
10166,negative,in flagrante,-0.25,0.0
10167,negative,inabordable,-0.25,0.0
10168,negative,inaccesibilidad,-0.25,0.0
10169,negative,inadmisibilidad,-0.25,0.0
10170,negative,inaplicable,-0.25,0.0
10171,negative,inasistencia escolar,-0.25,0.0
10172,negative,incansablemente,-0.25,0.0
10173,negative,incapacitador,-0.25,0.0
10174,negative,incauta,-0.25,0.0
10175,negative,incendiar,-0.25,0.0
10176,negative,incendiarismo,-0.25,0.0
10177,negative,incendio,-0.25,0.0
10178,negative,incendio provocado,-0.25,0.0
10179,negative,incertitud,-0.25,0.0
10180,negative,incoherencia,-0.25,0.088
10181,negative,incompetentemente,-0.25,0.0
10182,negative,incomprendido,-0.25,0.0
10183,negative,inconcreción,-0.25,0.177
10184,negative,inconscientemente,-0.25,0.072
10185,negative,incontrolable,-0.25,0.188
10186,negative,incuria,-0.25,0.177
10187,negative,incursionar,-0.25,0.0
10188,negative,indeciso,-0.25,0.0
10189,negative,indefensable,-0.25,0.0
10190,negative,indefensible,-0.25,0.0
10191,negative,indefinición,-0.25,0.0
10192,negative,indelimitable,-0.25,0.0
10193,negative,indetectable,-0.25,0.088
10194,negative,indeterminable,-0.25,0.088
10195,negative,indigestión,-0.25,0.0
10196,negative,indiscutible,-0.25,0.246
10197,negative,indomabilidad,-0.25,0.0
10198,negative,indoméstico,-0.25,0.0
10199,negative,indumento,-0.25,0.0
10200,negative,indómito,-0.25,0.088
10201,negative,inelegibilidad,-0.25,0.0
10202,negative,inerme,-0.25,0.0
10203,negative,inestabilidad,-0.25,0.21
10204,negative,inexpresable,-0.25,0.191
10205,negative,inextinguible,-0.25,0.0
10206,negative,inextirpable,-0.25,0.0
10207,negative,infamador,-0.25,0.0
10208,negative,infame,-0.25,0.12
10209,negative,infanticidio,-0.25,0.0
10210,negative,infinitamente,-0.25,0.0
10211,negative,inflado,-0.25,0.0
10212,negative,inflamación,-0.25,0.088
10213,negative,inflamarse,-0.25,0.072
10214,negative,informalmente,-0.25,0.0
10215,negative,informe,-0.25,0.072
10216,negative,infravivienda,-0.25,0.0
10217,negative,infundado,-0.25,0.0
10218,negative,inharmónico,-0.25,0.0
10219,negative,inhibirse,-0.25,0.0
10220,negative,inhumación,-0.25,0.0
10221,negative,injerto de piel,-0.25,0.0
10222,negative,injustamente,-0.25,0.0
10223,negative,injustificado,-0.25,0.0
10224,negative,inmanejable,-0.25,0.0
10225,negative,inmarcesible,-0.25,0.0
10226,negative,inmigrado,-0.25,0.0
10227,negative,inmigrante,-0.25,0.0
10228,negative,inmoderado,-0.25,0.227
10229,negative,inmoral,-0.25,0.125
10230,negative,inmudable,-0.25,0.0
10231,negative,inmundicia,-0.25,0.129
10232,negative,inmunitario,-0.25,0.0
10233,negative,inocentón,-0.25,0.0
10234,negative,inoculación,-0.25,0.088
10235,negative,inodoro,-0.25,0.0
10236,negative,inositol,-0.25,0.0
10237,negative,inpalpable,-0.25,0.0
10238,negative,inprocedencia,-0.25,0.0
10239,negative,inquisición,-0.25,0.0
10240,negative,inquisitivamente,-0.25,0.0
10241,negative,insalubridad,-0.25,0.0
10242,negative,insania,-0.25,0.0
10243,negative,insatisfactorio,-0.25,0.0
10244,negative,insecticida,-0.25,0.0
10245,negative,inservible,-0.25,0.177
10246,negative,insidioso,-0.25,0.072
10247,negative,insignias,-0.25,0.0
10248,negative,insincera,-0.25,0.0
10249,negative,insonorizado,-0.25,0.0
10250,negative,inspector general,-0.25,0.0
10251,negative,instantáneamente,-0.25,0.0
10252,negative,instigador de odio,-0.25,0.0
10253,negative,instrumento de tortura,-0.25,0.0
10254,negative,insuficiencia renal,-0.25,0.0
10255,negative,insultos,-0.25,0.0
10256,negative,insurgente,-0.25,0.0
10257,negative,insípido,-0.25,0.063
10258,negative,insólito,-0.25,0.125
10259,negative,integrador,-0.25,0.0
10260,negative,inteligencia táctica,-0.25,0.0
10261,negative,intensamente,-0.25,0.0
10262,negative,intento de estafa,-0.25,0.0
10263,negative,interdicto permanente,-0.25,0.0
10264,negative,interferencia,-0.25,0.0
10265,negative,interinidad,-0.25,0.0
10266,negative,interino,-0.25,0.0
10267,negative,interuniversitario,-0.25,0.0
10268,negative,intoxicación,-0.25,0.0
10269,negative,intraducible,-0.25,0.0
10270,negative,intranquilizador,-0.25,0.0
10271,negative,intranquilizar,-0.25,0.0
10272,negative,invencibilidad,-0.25,0.0
10273,negative,inviabilidad,-0.25,0.0
10274,negative,inviable,-0.25,0.0
10275,negative,invisibilidad,-0.25,0.0
10276,negative,inédito,-0.25,0.0
10277,negative,ir a dormir,-0.25,0.0
10278,negative,ir a rebufo,-0.25,0.0
10279,negative,ir en yate,-0.25,0.0
10280,negative,iron número cinco,-0.25,0.0
10281,negative,irrealizable,-0.25,0.0
10282,negative,irredimible,-0.25,0.0
10283,negative,irreligioso,-0.25,0.0
10284,negative,irreprimido,-0.25,0.0
10285,negative,irresoluble,-0.25,0.0
10286,negative,irresoluto,-0.25,0.0
10287,negative,irreversibilidad,-0.25,0.0
10288,negative,irse a pique,-0.25,0.0
10289,negative,irse al catre,-0.25,0.0
10290,negative,itraconazol,-0.25,0.0
10291,negative,jacaranda,-0.25,0.0
10292,negative,jacarandá,-0.25,0.0
10293,negative,jaqueca,-0.25,0.088
10294,negative,jarrete,-0.25,0.0
10295,negative,jeans,-0.25,0.0
10296,negative,jihadi,-0.25,0.0
10297,negative,jorguinería,-0.25,0.0
10298,negative,jubón,-0.25,0.0
10299,negative,judío errante,-0.25,0.0
10300,negative,jumentoso,-0.25,0.0
10301,negative,juncoso,-0.25,0.0
10302,negative,juntamente,-0.25,0.0
10303,negative,justiciero,-0.25,0.0
10304,negative,justillo,-0.25,0.0
10305,negative,kaon,-0.25,0.0
10306,negative,kart,-0.25,0.0
10307,negative,kaón,-0.25,0.0
10308,negative,kiang,-0.25,0.0
10309,negative,kimono,-0.25,0.0
10310,negative,kleenex,-0.25,0.0
10311,negative,laceración,-0.25,0.088
10312,negative,lactante,-0.25,0.0
10313,negative,ladrón,-0.25,0.0
10314,negative,ladrón de carretera,-0.25,0.0
10315,negative,lama glama,-0.25,0.0
10316,negative,lambdacismo,-0.25,0.0
10317,negative,lamentable caso,-0.25,0.0
10318,negative,lamentable ejemplo,-0.25,0.0
10319,negative,lamentar,-0.25,0.191
10320,negative,lapidación,-0.25,0.0
10321,negative,lapidar,-0.25,0.0
10322,negative,laringitis espasmódica,-0.25,0.0
10323,negative,larvicida,-0.25,0.0
10324,negative,las 24 horas,-0.25,0.0
10325,negative,laterita,-0.25,0.0
10326,negative,latitud,-0.25,0.0
10327,negative,latitud lunar,-0.25,0.0
10328,negative,latrodectus,-0.25,0.0
10329,negative,lauréola,-0.25,0.0
10330,negative,lavarse las manos,-0.25,0.0
10331,negative,leche pasteurizada,-0.25,0.0
10332,negative,lecho de enfermo,-0.25,0.0
10333,negative,lederhosen,-0.25,0.0
10334,negative,leer la cartilla,-0.25,0.0
10335,negative,legionella,-0.25,0.0
10336,negative,lengua afilada,-0.25,0.0
10337,negative,lengua cosmopolita,-0.25,0.0
10338,negative,lengua mordaz,-0.25,0.0
10339,negative,lenitivo,-0.25,0.0
10340,negative,lente de electrones,-0.25,0.0
10341,negative,lente granangular,-0.25,0.0
10342,negative,lentes,-0.25,0.0
10343,negative,leontina,-0.25,0.0
10344,negative,leptospira,-0.25,0.0
10345,negative,lesa majestad,-0.25,0.0
10346,negative,lesión,-0.25,0.12
10347,negative,letalidad,-0.25,0.0
10348,negative,leucemia,-0.25,0.0
10349,negative,leucoencefalitis,-0.25,0.0
10350,negative,levantar barricadas,-0.25,0.0
10351,negative,ley estatutaria,-0.25,0.0
10352,negative,ley musulmana,-0.25,0.0
10353,negative,leyenda fantástica,-0.25,0.0
10354,negative,liarse a puñetazos,-0.25,0.0
10355,negative,libertinismo,-0.25,0.0
10356,negative,libertino,-0.25,0.088
10357,negative,libre,-0.25,0.0
10358,negative,licántropo,-0.25,0.0
10359,negative,lid,-0.25,0.0
10360,negative,lidiar,-0.25,0.0
10361,negative,ligarse,-0.25,0.0
10362,negative,ligeros,-0.25,0.0
10363,negative,lignificado,-0.25,0.0
10364,negative,liguero,-0.25,0.0
10365,negative,ligón,-0.25,0.0
10366,negative,limenitis,-0.25,0.0
10367,negative,limo,-0.25,0.0
10368,negative,linfadenoma,-0.25,0.0
10369,negative,linfogranuloma,-0.25,0.0
10370,negative,lingualumina,-0.25,0.0
10371,negative,lisiar,-0.25,0.088
10372,negative,lisis,-0.25,0.088
10373,negative,listeriosis,-0.25,0.0
10374,negative,llamamiento,-0.25,0.088
10375,negative,llevadero,-0.25,0.0
10376,negative,llorica,-0.25,0.0
10377,negative,lobreguez,-0.25,0.0
10378,negative,locato,-0.25,0.0
10379,negative,locuelo,-0.25,0.0
10380,negative,locura,-0.25,0.102
10381,negative,lodazal,-0.25,0.0
10382,negative,loza de barro,-0.25,0.0
10383,negative,lucha libre,-0.25,0.0
10384,negative,luchador,-0.25,0.0
10385,negative,luchar a puñetazos,-0.25,0.0
10386,negative,ludibrio,-0.25,0.125
10387,negative,luminiscencia,-0.25,0.0
10388,negative,lumpemproletariado,-0.25,0.0
10389,negative,luna de cosecha,-0.25,0.0
10390,negative,luz roja,-0.25,0.088
10391,negative,lycopodiales,-0.25,0.0
10392,negative,lámpara de neón,-0.25,0.0
10393,negative,lástima,-0.25,0.0
10394,negative,lúpulo,-0.25,0.0
10395,negative,machado,-0.25,0.0
10396,negative,madera de arce,-0.25,0.0
10397,negative,madera de sicomoro,-0.25,0.0
10398,negative,madera de sicómoro,-0.25,0.0
10399,negative,mafioso,-0.25,0.0
10400,negative,magenta,-0.25,0.0
10401,negative,magia negra,-0.25,0.0
10402,negative,magisterial,-0.25,0.0
10403,negative,magistratura,-0.25,0.0
10404,negative,magullar,-0.25,0.0
10405,negative,mal ejemplo,-0.25,0.0
10406,negative,mal emparejado,-0.25,0.0
10407,negative,mal entendido,-0.25,0.0
10408,negative,mal viaje,-0.25,0.0
10409,negative,mala administración,-0.25,0.0
10410,negative,mala fama,-0.25,0.0
10411,negative,mala pata,-0.25,0.088
10412,negative,malandrín,-0.25,0.0
10413,negative,malapropismo,-0.25,0.0
10414,negative,malaria,-0.25,0.0
10415,negative,malcriador,-0.25,0.0
10416,negative,maldecido,-0.25,0.0
10417,negative,maldiciente,-0.25,0.0
10418,negative,maleante,-0.25,0.0
10419,negative,malformado,-0.25,0.0
10420,negative,malnutrición,-0.25,0.0
10421,negative,malogro,-0.25,0.125
10422,negative,malos modales,-0.25,0.0
10423,negative,malos tratos,-0.25,0.0
10424,negative,maltratar,-0.25,0.0
10425,negative,malus sylvestris,-0.25,0.0
10426,negative,malvadamente,-0.25,0.0
10427,negative,malversar,-0.25,0.0
10428,negative,malware,-0.25,0.0
10429,negative,mamotreto,-0.25,0.0
10430,negative,mamporro,-0.25,0.088
10431,negative,mancha de aceite,-0.25,0.0
10432,negative,mancha de barro,-0.25,0.0
10433,negative,mancha de lodo,-0.25,0.0
10434,negative,mancha de nacimiento,-0.25,0.0
10435,negative,mancha de óxido,-0.25,0.0
10436,negative,mancillado,-0.25,0.0
10437,negative,mandante,-0.25,0.0
10438,negative,mando hidráulico,-0.25,0.0
10439,negative,manga raglán,-0.25,0.0
10440,negative,manganeso,-0.25,0.0
10441,negative,mangueo,-0.25,0.0
10442,negative,mangui,-0.25,0.0
10443,negative,manotada,-0.25,0.0
10444,negative,manotazo,-0.25,0.0
10445,negative,mantequilla de cacao,-0.25,0.0
10446,negative,mantilla,-0.25,0.0
10447,negative,mantón,-0.25,0.0
10448,negative,manzano silvestre,-0.25,0.0
10449,negative,marattiales,-0.25,0.0
10450,negative,marcado,-0.25,0.0
10451,negative,marinero polémico,-0.25,0.0
10452,negative,marsala,-0.25,0.0
10453,negative,masacrar,-0.25,0.0
10454,negative,masacre,-0.25,0.0
10455,negative,mascara,-0.25,0.0
10456,negative,mascarada,-0.25,0.088
10457,negative,mascullar,-0.25,0.0
10458,negative,masticador ruidoso,-0.25,0.0
10459,negative,masticar ruidosamente,-0.25,0.0
10460,negative,mata,-0.25,0.0
10461,negative,mataperros,-0.25,0.0
10462,negative,matarratas,-0.25,0.0
10463,negative,material aislante,-0.25,0.0
10464,negative,material bélico,-0.25,0.0
10465,negative,maton,-0.25,0.0
10466,negative,maula,-0.25,0.0
10467,negative,mazmorra,-0.25,0.0
10468,negative,mecanografiado,-0.25,0.0
10469,negative,medio de comunicación escrito,-0.25,0.0
10470,negative,medioambientalista,-0.25,0.0
10471,negative,medula oblonga,-0.25,0.0
10472,negative,melanismo,-0.25,0.0
10473,negative,melanosis,-0.25,0.0
10474,negative,melindre,-0.25,0.0
10475,negative,melopsittacus undulatus,-0.25,0.0
10476,negative,memoria a largo plazo,-0.25,0.0
10477,negative,memoria no volátil,-0.25,0.0
10478,negative,mendaz,-0.25,0.088
10479,negative,mendigo,-0.25,0.0
10480,negative,meningismo,-0.25,0.0
10481,negative,meningitis,-0.25,0.0
10482,negative,mercadillo,-0.25,0.0
10483,negative,merecido,-0.25,0.0
10484,negative,mesa de despacho,-0.25,0.0
10485,negative,mesita de café,-0.25,0.0
10486,negative,mesías,-0.25,0.0
10487,negative,metalepsis,-0.25,0.0
10488,negative,metano,-0.25,0.0
10489,negative,metanol,-0.25,0.0
10490,negative,metijón,-0.25,0.0
10491,negative,meyótico,-0.25,0.0
10492,negative,mezquinamente,-0.25,0.0
10493,negative,miastenia,-0.25,0.0
10494,negative,micronutriente,-0.25,0.0
10495,negative,microonda,-0.25,0.0
10496,negative,mielatelia,-0.25,0.0
10497,negative,migraña,-0.25,0.088
10498,negative,milano negro,-0.25,0.0
10499,negative,militancia,-0.25,0.0
10500,negative,militantismo,-0.25,0.0
10501,negative,millettia,-0.25,0.0
10502,negative,minado,-0.25,0.0
10503,negative,mineral de plomo,-0.25,0.0
10504,negative,mini,-0.25,0.0
10505,negative,minimoto,-0.25,0.0
10506,negative,minyán,-0.25,0.0
10507,negative,mirar a las musarañas,-0.25,0.0
10508,negative,mirlo,-0.25,0.0
10509,negative,mirmecófagos,-0.25,0.0
10510,negative,mixomatosis,-0.25,0.0
10511,negative,moblaje,-0.25,0.0
10512,negative,moca,-0.25,0.056
10513,negative,mod,-0.25,0.0
10514,negative,mofa,-0.25,0.063
10515,negative,mofarse,-0.25,0.065
10516,negative,monario,-0.25,0.0
10517,negative,monarquía,-0.25,0.0
10518,negative,mongolismo,-0.25,0.0
10519,negative,mongoloide,-0.25,0.0
10520,negative,monoaural,-0.25,0.0
10521,negative,montecillo,-0.25,0.0
10522,negative,monóxido de carbono,-0.25,0.0
10523,negative,mordida de perro,-0.25,0.0
10524,negative,mordisco de perro,-0.25,0.0
10525,negative,moronidad,-0.25,0.0
10526,negative,mortificador,-0.25,0.0
10527,negative,mortuorio,-0.25,0.0
10528,negative,moto,-0.25,0.0
10529,negative,motín,-0.25,0.088
10530,negative,movido,-0.25,0.0
10531,negative,moño,-0.25,0.0
10532,negative,mucosidad,-0.25,0.0
10533,negative,mucus,-0.25,0.0
10534,negative,mudez,-0.25,0.072
10535,negative,mueblaje,-0.25,0.0
10536,negative,mugre,-0.25,0.0
10537,negative,mugriento,-0.25,0.088
10538,negative,mujeriego,-0.25,0.0
10539,negative,mundo de fantasía,-0.25,0.0
10540,negative,mural,-0.25,0.0
10541,negative,murmullo,-0.25,0.068
10542,negative,murriña,-0.25,0.0
10543,negative,musitar,-0.25,0.0
10544,negative,muslera,-0.25,0.0
10545,negative,mustiar,-0.25,0.0
10546,negative,mustiarse,-0.25,0.0
10547,negative,mártir,-0.25,0.0
10548,negative,médico de cabecera,-0.25,0.0
10549,negative,médico generalista,-0.25,0.0
10550,negative,médula oblonga,-0.25,0.0
10551,negative,nada crítico,-0.25,0.0
10552,negative,nada polémico,-0.25,0.0
10553,negative,narco,-0.25,0.0
10554,negative,narcolepsia,-0.25,0.0
10555,negative,narcoleptico,-0.25,0.0
10556,negative,narcotraficante,-0.25,0.0
10557,negative,narcotráfico,-0.25,0.0
10558,negative,necrofilia,-0.25,0.0
10559,negative,necromancia,-0.25,0.0
10560,negative,necromanía,-0.25,0.0
10561,negative,necrosis,-0.25,0.0
10562,negative,necrótico,-0.25,0.0
10563,negative,negado,-0.25,0.0
10564,negative,negligé,-0.25,0.0
10565,negative,negruzco,-0.25,0.0
10566,negative,neolengua,-0.25,0.0
10567,negative,nerita,-0.25,0.0
10568,negative,neurastenia,-0.25,0.0
10569,negative,neurofibromatosis,-0.25,0.0
10570,negative,neurotóxico,-0.25,0.0
10571,negative,neurálgico,-0.25,0.0
10572,negative,neutral,-0.25,0.0
10573,negative,neutralidad,-0.25,0.072
10574,negative,nevera,-0.25,0.0
10575,negative,nevus,-0.25,0.0
10576,negative,nick,-0.25,0.0
10577,negative,nicturia,-0.25,0.0
10578,negative,nido de ardilla,-0.25,0.0
10579,negative,nigromancia,-0.25,0.088
10580,negative,nigromántico,-0.25,0.0
10581,negative,nihilismo,-0.25,0.0
10582,negative,nihilista,-0.25,0.0
10583,negative,nirvana,-0.25,0.0
10584,negative,nitrobenceno,-0.25,0.0
10585,negative,no alistado,-0.25,0.0
10586,negative,no astringente,-0.25,0.0
10587,negative,no catalogado,-0.25,0.0
10588,negative,no causativo,-0.25,0.0
10589,negative,no cercada,-0.25,0.0
10590,negative,no cercado,-0.25,0.0
10591,negative,no constreñido,-0.25,0.0
10592,negative,no coronado,-0.25,0.0
10593,negative,no deducible,-0.25,0.0
10594,negative,no delineado,-0.25,0.0
10595,negative,no explosivo,-0.25,0.0
10596,negative,no extensible,-0.25,0.0
10597,negative,no ficticio,-0.25,0.0
10598,negative,no fisible,-0.25,0.0
10599,negative,no investigador,-0.25,0.0
10600,negative,no ionizado,-0.25,0.0
10601,negative,no iónico,-0.25,0.0
10602,negative,no lavable,-0.25,0.0
10603,negative,no metal,-0.25,0.0
10604,negative,no metálico,-0.25,0.0
10605,negative,no portátil,-0.25,0.0
10606,negative,no recíproco,-0.25,0.0
10607,negative,no regenerado,-0.25,0.0
10608,negative,no registrado,-0.25,0.0
10609,negative,no retractil,-0.25,0.0
10610,negative,no seleccionado,-0.25,0.0
10611,negative,no sindicalista,-0.25,0.0
10612,negative,no vendido,-0.25,0.0
10613,negative,noble vitalicio,-0.25,0.0
10614,negative,nocturnamente,-0.25,0.0
10615,negative,nonato,-0.25,0.0
10616,negative,nosología,-0.25,0.0
10617,negative,noticiario cinematográfico,-0.25,0.0
10618,negative,novela corta,-0.25,0.0
10619,negative,novela de aventuras,-0.25,0.0
10620,negative,novelar,-0.25,0.0
10621,negative,novial,-0.25,0.0
10622,negative,nube corneal,-0.25,0.0
10623,negative,nubloso,-0.25,0.0
10624,negative,nuez,-0.25,0.0
10625,negative,nuez de cola,-0.25,0.0
10626,negative,nuez moscada,-0.25,0.0
10627,negative,nuez muescada,-0.25,0.0
10628,negative,número atómico 22,-0.25,0.0
10629,negative,número atómico 24,-0.25,0.0
10630,negative,número atómico 25,-0.25,0.0
10631,negative,número atómico 27,-0.25,0.0
10632,negative,número atómico 34,-0.25,0.0
10633,negative,número atómico 4,-0.25,0.0
10634,negative,número atómico 73,-0.25,0.0
10635,negative,obeso,-0.25,0.0
10636,negative,objetor,-0.25,0.0
10637,negative,oboe de amore,-0.25,0.0
10638,negative,obscurantista,-0.25,0.0
10639,negative,obsesivo,-0.25,0.088
10640,negative,obstaculización,-0.25,0.0
10641,negative,obstinarse,-0.25,0.0
10642,negative,obviamente,-0.25,0.0
10643,negative,octópodo,-0.25,0.0
10644,negative,oda,-0.25,0.0
10645,negative,ofensiva,-0.25,0.0
10646,negative,oficial de la ley,-0.25,0.0
10647,negative,ojeroso,-0.25,0.0
10648,negative,ojo de pez,-0.25,0.0
10649,negative,ola de protestas,-0.25,0.0
10650,negative,olla de barro,-0.25,0.0
10651,negative,olor corporal,-0.25,0.0
10652,negative,olvido,-0.25,0.102
10653,negative,olvido total,-0.25,0.0
10654,negative,omatidio,-0.25,0.0
10655,negative,onagro,-0.25,0.0
10656,negative,oncogén,-0.25,0.0
10657,negative,ondeo,-0.25,0.0
10658,negative,opaco,-0.25,0.0
10659,negative,operación de inteligencia,-0.25,0.0
10660,negative,optez,-0.25,0.0
10661,negative,orden de bacterias,-0.25,0.0
10662,negative,orden de detención,-0.25,0.0
10663,negative,orden del día,-0.25,0.0
10664,negative,order phallales,-0.25,0.0
10665,negative,orfandad,-0.25,0.0
10666,negative,organizativo,-0.25,0.0
10667,negative,orquidales,-0.25,0.0
10668,negative,ortopnea,-0.25,0.0
10669,negative,osar,-0.25,0.0
10670,negative,oscurantista,-0.25,0.0
10671,negative,osmosis,-0.25,0.0
10672,negative,osqueocele,-0.25,0.0
10673,negative,osteítis,-0.25,0.0
10674,negative,otitis,-0.25,0.0
